Longitude,Latitude,City,Temperature,Feels Like,Humidity,Pressure,Wind Speed,Cloudiness
39.23,41.05,Beşikdüzü,55.4,50.16,66,1024,6.93,0
30.79,-27.77,Vryheid,74.57,76.17,60,1018,2.82,35
106.08,30.8,Nanchong,72.09,70.99,53,1023,4.16,12
-52.33,4.93,Cayenne,77.0,81.45,100,1012,12.62,75
-91.3,14.2,Nueva Concepción,67.5,71.94,97,992,2.77,87
-51.1,69.22,Ilulissat,15.8,6.28,52,997,5.82,88
109.09,35.08,Tongchuanshi,61.97,54.7,32,1023,6.51,0
96.5,22.92,Mogok,73.31,78.06,77,1015,1.48,4
167.72,-45.42,Te Anau,60.28,55.44,56,1017,6.33,18
8.89,14.97,Tanout,65.97,57.85,34,1016,9.44,0
-121.66,36.68,Salinas,44.28,38.25,65,1013,4.7,1
-53.37,-33.52,Santa Vitória do Palmar,59.29,57.29,89,1020,6.89,42
147.17,-41.45,Launceston,67.87,58.98,49,1024,14.99,5
-83.33,42.33,Garden City,56.01,51.8,62,1025,4.7,1
56.92,33.6,Tabas,60.8,53.31,38,1024,7.78,0
-3.53,18.9,Araouane,75.83,67.23,19,1015,8.57,0
-3.57,50.44,Paignton,55.49,55.9,98,1015,1.99,44
-58.74,-38.55,Necochea,54.36,50.79,93,1021,7.65,35
167.88,-21.55,Tadine,74.61,70.74,71,1013,15.93,15
116.85,-20.74,Karratha,91.49,79.92,25,1011,21.03,0
-77.83,-10.67,Paramonga,59.52,59.58,89,1018,3.38,81
71.92,26.92,Pokaran,85.32,78.89,14,1017,4.74,0
-105.2,20.7,Ixtapa,78.01,85.84,83,1013,1.88,5
-54.84,-18.92,Rio Verde de Mato Grosso,75.74,78.84,71,1010,4.41,4
44.32,15.17,Sayyan,58.51,51.22,39,1020,7.02,0
-77.85,18.03,Black River,79.54,85.12,88,1008,9.17,20
-82.53,33.19,Avera,67.66,68.41,82,1023,5.82,75
96.13,4.14,Meulaboh,85.15,92.34,66,1011,3.13,63
-15.54,27.91,Santa Lucía,66.63,62.62,68,1022,10.29,20
-17.92,28.66,Los Llanos de Aridane,66.2,63.32,68,1022,8.05,0
-6.81,61.47,Vágur,49.08,40.89,95,1013,13.62,100
121.11,14.31,Santa Rosa,84.16,92.71,83,1009,6.93,75
33.45,69.2,Polyarny,28.4,22.64,86,1000,2.24,75
-169.92,-19.06,Alofi,77.0,76.62,78,1011,13.87,75
145.92,-41.07,Burnie,64.45,60.24,52,1013,5.99,51
30.72,36.77,Antalya Province,63.46,57.85,41,1018,5.82,0
127.27,53.75,Zeya,12.76,4.3,77,1020,4.43,0
-46.03,60.72,Qaqortoq,30.2,20.95,86,975,8.79,100
12.15,-15.2,Mossamedes,70.34,73.15,68,1012,0.36,10
52.8,43.3,Zhangaözen,48.69,39.49,71,1026,12.3,1
42.36,50.97,Novonikolayevskiy,39.99,32.32,91,1019,8.88,81
-35.46,-5.2,Touros,75.2,82.72,94,1013,3.36,75
30.16,59.99,Lakhtinskiy,30.87,23.07,92,1022,6.71,0
-55.27,-26.75,Edelira,65.75,69.39,90,1012,1.23,68
-25.58,37.8,Rabo de Peixe,60.8,56.82,72,1023,8.05,75
67.8,66.56,Aksarka,19.47,10.72,98,984,6.49,100
72.93,0.53,Thinadhoo,83.86,88.57,74,1012,9.66,99
-105.27,21.52,San Blas,77.14,84.2,86,1015,3.47,34
-151.26,60.55,Kenai,34.25,29.14,100,993,3.36,90
54.09,17.02,Salalah,77.0,78.15,50,1018,1.81,0
-97.52,28.02,San Patricio,71.17,72.88,83,1014,6.93,20
146.27,-20.1,Charters Towers,83.71,75.69,44,1014,19.71,70
-127.42,50.7,Port Hardy,37.98,32.02,68,1023,3.36,90
-72.9,-7.61,Mâncio Lima,72.86,79.92,94,1010,1.95,97
-135.01,68.22,Aklavik,17.69,11.44,79,999,1.12,100
-7.27,55.25,Carndonagh,52.34,48.52,93,1013,7.09,87
-115.69,43.13,Mountain Home,24.39,15.82,96,1012,6.93,90
-62.65,8.35,Ciudad Guayana,78.01,88.86,96,1011,1.01,100
152.66,-26.19,Gympie,66.99,67.33,69,1022,3.0,87
-7.35,4.42,Tabou,77.67,84.31,83,1012,3.67,98
52.52,36.69,Fereydūnkenār,48.2,46.08,93,1029,2.24,0
128.92,-3.33,Amahai,84.6,89.1,65,1007,6.93,92
-98.03,43.71,Mitchell,53.6,49.86,81,1007,5.82,90
13.84,-11.21,Sumbe,75.6,81.77,84,1014,2.95,99
47.83,-22.82,Farafangana,77.43,77.79,69,1022,9.89,7
-91.92,14.3,Champerico,67.44,72.18,97,992,2.21,46
-113.58,37.1,Saint George,38.82,33.73,86,1006,3.51,90
7.44,10.52,Kaduna,66.65,60.75,38,1015,6.62,14
21.97,51.15,Gmina Opole Lubelskie,43.65,40.91,100,1028,2.24,90
150.17,59.7,Arman',9.93,-3.77,85,1010,13.69,31
-68.59,70.47,Clyde River,-2.2,-19.1,77,1012,18.34,1
112.93,2.02,Kapit,90.32,95.85,55,1007,5.5,96
30.16,56.35,Novosokol'niki,32.36,25.84,95,1027,4.99,0
112.4,66.42,Udachny,3.2,-8.16,84,1000,8.95,90
-49.67,61.99,Paamiut,21.31,-7.6,90,984,42.26,100
-52.9,65.42,Maniitsoq,20.43,-2.43,85,996,31.18,100
-23.71,64.89,Olafsvik,42.94,29.07,78,1005,19.57,100
-121.98,37.78,San Ramon,43.18,37.33,59,1013,3.49,1
-13.05,20.52,Atar,80.78,73.42,17,1014,6.71,99
-54.74,-1.94,Alenquer,78.8,89.69,94,1011,1.12,40
32.63,-10.16,Isoka,73.36,73.15,56,1015,4.14,0
48.53,5.35,Hobyo,82.4,83.12,76,1015,16.15,61
2.6,6.5,Porto-Novo,78.8,88.43,94,1012,3.36,40
89.79,22.31,Sarankhola,81.91,84.45,60,1014,6.17,0
-69.36,77.48,Qaanaaq,-7.87,-19.3,71,1015,8.28,0
83.91,55.12,Gornyy,40.17,33.53,100,989,7.9,99
-2.24,4.87,Esim,77.52,84.47,84,1012,3.33,19
108.97,1.17,Pemangkat,83.37,88.56,73,1008,7.94,98
12.69,67.67,Sørland,41.0,24.44,70,1017,23.04,75
21.21,5.03,Alindao,68.81,73.04,88,1013,1.95,99
-72.07,-45.58,Coyhaique,51.8,48.87,71,1020,2.24,0
-40.12,-2.89,Acaraú,81.0,80.37,76,1011,17.2,0
12.08,51.97,Zerbst,40.6,35.47,96,1026,5.01,66
11.17,59.83,Flateby,33.03,28.2,91,1004,1.9,93
15.95,69.1,Myre,38.98,17.47,80,1011,32.21,75
-38.08,-11.94,Entre Rios,68.43,73.0,96,1014,3.06,13
-70.65,-33.46,Santiago,58.69,54.55,76,1019,8.05,66
125.52,58.52,Lebedinyy,1.36,-7.38,89,1023,4.27,11
-39.25,-17.71,Caravelas,72.37,77.16,91,1016,4.68,84
-43.25,-5.78,Estreito,74.71,79.2,73,1010,1.79,51
80.54,5.95,Matara,85.68,92.52,64,1012,3.31,1
-65.71,66.15,Pangnirtung,7.52,-1.19,81,1012,4.52,1
-68.51,63.75,Iqaluit,15.39,-0.11,78,1013,17.22,90
-79.35,46.03,Powassan,51.91,49.78,81,1024,2.24,1
114.93,27.8,Xinyu,71.35,63.68,30,1023,9.1,0
-9.6,30.42,Santa Cruz,59.0,60.19,87,1020,0.72,75
27.85,71.04,Mehamn,30.2,23.09,100,999,5.82,75
108.27,-2.88,Manggar,85.33,89.47,65,1009,8.25,99
116.31,35.91,Zhoucheng,63.81,56.97,26,1026,4.88,82
43.98,26.33,Buraidah,64.4,64.69,88,1019,5.82,40
-174.35,-19.8,Pangai,78.8,81.97,78,1011,9.17,20
-66.83,-20.46,Uyuni,49.71,39.25,44,1018,11.41,0
-113.53,31.32,Puerto Peñasco,69.01,67.17,61,1009,5.99,0
-100.78,46.81,Bismarck,27.12,12.87,68,1011,16.11,1
-123.83,46.19,Astoria,33.8,26.04,86,1022,6.93,1
-46.22,-23.32,Santa Isabel,59.0,57.29,93,1018,6.93,0
-98.67,18.87,Hueyapan,56.12,53.56,77,1017,4.21,21
-39.92,-2.92,Itarema,81.27,80.28,75,1011,17.69,0
-81.21,28.71,Seminole,76.05,74.86,83,1014,16.11,90
32.62,-20.19,Chipinge,78.58,77.32,37,1014,2.44,71
40.12,-3.22,Malindi,80.56,85.14,77,1014,7.94,48
122.3,29.96,Shenjiamen,61.25,52.39,60,1025,14.61,12
-71.49,7.62,Punta de Piedra,72.3,78.96,93,1013,1.88,81
115.67,36.24,Yanta,64.08,56.84,26,1026,5.64,56
122.42,17.08,Dicabisagan,82.83,89.58,77,1010,6.26,100
-58.62,-34.65,Morón,69.01,70.03,77,1018,5.01,100
80.26,41.12,Aksu,51.49,45.79,36,1021,2.26,100
-65.41,-24.79,Salta,68.0,64.72,52,1018,5.82,75
-130.32,54.32,Prince Rupert,40.19,33.17,69,1019,5.82,90
111.5,30.3,Zhicheng,70.83,66.25,31,1025,3.74,5
25.16,-27.91,Christiana,74.34,66.65,27,1016,9.1,100
-70.76,-28.57,Vallenar,58.37,57.36,66,1017,0.58,0
24.48,-6.13,Kabinda,69.84,74.5,93,1013,3.29,99
13.5,68.12,Gravdal,41.0,24.44,70,1017,23.04,75
54.88,26.56,Bandar-e Lengeh,73.4,76.59,83,1019,6.08,0
22.2,13.47,Adré,67.51,58.86,37,1015,11.54,17
127.47,63.92,Sangar,-12.44,-21.44,87,1021,3.96,4
45.25,53.23,Chemodanovka,35.01,26.06,63,997,7.67,0
-59.52,13.22,Bathsheba,80.6,83.1,83,1012,13.87,40
-121.89,37.34,San Jose,41.09,35.13,87,1013,5.82,5
17.04,53.36,Złotów,44.6,39.56,81,1029,4.7,90
121.5,17.72,Pata,81.45,87.33,84,1010,9.13,95
1.83,50.92,Arrondissement de Calais,54.19,52.21,100,1020,5.82,90
24.66,71.0,Havøysund,34.68,28.87,100,1000,4.7,75
10.76,-0.18,Ndjolé,73.0,80.19,95,1014,2.15,100
-68.58,9.66,San Carlos,73.08,79.9,92,1011,1.99,24
-72.42,-35.33,Constitución,54.14,48.36,74,1018,8.61,57
125.28,24.8,Hirara,75.2,69.6,64,1017,17.22,75
13.22,-1.56,Moanda,69.01,74.46,97,1014,2.21,79
-65.1,-43.3,Rawson,65.61,58.59,65,1015,14.41,83
123.23,10.97,Luna,83.41,90.55,76,1007,5.73,75
37.26,58.66,Ves'yegonsk,32.13,22.39,95,1019,10.65,1
114.6,-28.77,Geraldton,66.2,56.7,82,1008,23.04,90
-3.52,55.62,Biggar,47.32,39.31,10,1012,2.59,99
-60.7,-31.63,Santa Fe,68.5,71.04,77,1012,1.99,100
-89.85,30.79,Bogalusa,68.2,70.68,83,1019,3.36,1
95.32,5.89,Sabang,81.64,88.39,75,1010,4.32,100
-15.21,64.25,Hofn,42.3,33.26,84,1012,11.39,100
-73.36,41.14,Westport,45.88,42.76,81,1027,1.72,1
92.75,11.67,Port Blair,84.56,87.03,71,1011,13.06,54
100.2,8.35,Pak Phanang,80.6,90.59,94,1012,4.7,75
18.36,39.93,Tricase,46.4,44.31,100,1022,2.24,75
75.08,54.84,Okoneshnikovo,34.75,17.64,88,1000,23.94,98
-61.75,12.06,St. George's,82.4,82.06,83,1012,20.8,40
74.13,14.8,Karwar,83.91,86.29,54,1015,5.53,2
15.06,-7.61,Uíge,69.06,74.89,96,1014,1.34,99
29.99,-1.25,Kabale,59.02,59.25,90,1017,2.98,84
-36.18,-10.13,Coruripe,75.07,77.54,86,1014,9.71,11
37.36,50.85,Yablonovo,42.8,36.1,100,1024,8.95,75
-60.28,-38.37,Tres Arroyos,59.22,55.15,87,1019,10.18,10
125.41,-8.93,Airai,80.33,77.31,41,1008,7.83,100
169.27,-19.55,Isangel,76.03,72.32,78,1011,18.95,91
66.75,44.17,Shīeli,45.61,33.28,61,1030,15.79,0
94.76,58.18,Motygino,39.22,29.88,89,1004,11.43,100
179.32,63.05,Beringovskiy,20.84,9.05,95,1005,12.01,64
17.83,40.42,San Pancrazio Salentino,54.19,48.6,87,1021,10.29,3
105.92,49.49,Darhan,40.73,30.13,63,1020,11.77,0
21.55,29.03,Jalu,56.14,51.49,77,1019,7.92,0
-149.15,-17.73,Tautira,78.4,79.32,74,1012,11.41,75
126.29,58.96,Tommot,7.3,0.21,88,1023,1.79,69
-171.0,65.58,Lavrentiya,27.57,18.28,96,1009,8.88,92
-39.12,-8.07,Salgueiro,74.07,70.95,69,1013,13.58,0
-122.68,45.52,Portland,35.17,29.77,74,1022,2.21,1
-124.16,40.8,Eureka,39.96,35.92,75,1017,1.01,0
111.62,-2.68,Pangkalanbuun,92.71,97.74,49,1008,5.28,79
25.97,70.98,Honningsvåg,33.8,27.86,100,1000,4.7,75
-97.33,50.13,Stonewall,43.81,30.49,62,1002,17.22,20
57.08,60.41,Krasnovishersk,32.09,22.44,97,994,10.6,100
58.04,65.37,Synya,28.13,19.22,98,989,8.41,100
-70.14,-20.22,Iquique,64.4,59.72,68,1016,10.29,90
123.58,-10.17,Kupang,95.0,94.62,44,1009,13.87,40
115.17,52.7,Verkh-Usugli,25.77,19.56,88,1020,2.62,36
108.1,10.93,Phan Thiet,82.53,87.91,72,1008,6.38,91
-94.23,39.34,Excelsior Springs,66.38,62.4,64,1015,9.17,1
-131.65,55.34,Ketchikan,36.32,24.98,100,1018,14.99,90
150.86,-34.58,Flinders,68.0,63.32,62,1024,10.78,18
5.14,61.99,Raudeberg,46.0,37.54,93,1024,12.59,100
130.99,-25.24,Yulara,98.6,86.9,14,1011,17.22,59
40.92,34.45,Abu Kamal,65.68,62.89,44,1020,2.17,43
122.04,11.29,Tibiao,83.01,89.83,73,1007,4.7,100
-79.75,-5.98,Olmos,61.0,61.3,87,1005,3.42,24
45.01,10.44,Berbera,80.74,86.13,63,1018,1.39,40
111.12,-7.88,Jatiroto,88.07,90.63,54,1010,8.39,92
107.51,26.19,Xiaoweizhai,64.62,58.32,39,1023,6.93,0
8.57,7.38,Yaan,72.68,76.71,79,1013,2.84,60
14.91,68.56,Stokmarknes,41.0,27.03,69,1016,18.34,75
84.42,25.33,Piro,78.12,75.27,37,1017,5.06,0
105.9,18.33,Ha Tinh,76.06,73.47,69,1017,14.09,51
49.05,-13.2,Ambilobe,86.49,86.43,44,1016,7.25,100
147.88,45.23,Kuril'sk,38.12,21.09,77,1002,23.78,100
82.52,21.27,Pithora,75.92,74.48,43,1017,3.6,0
117.63,3.3,Tarakan,84.79,91.18,68,1006,5.06,86
122.88,-0.91,Biak,85.1,86.14,58,1008,10.49,50
91.64,48.01,Khovd,39.38,33.37,62,1019,3.24,34
129.27,47.13,Lianhe,22.41,11.53,78,1020,9.91,0
-1.35,60.4,Brae,51.8,45.41,93,1018,11.41,100
64.55,58.52,Tabory,31.17,22.32,98,987,9.04,100
82.47,65.7,Krasnosel'kup,32.09,20.68,99,973,13.87,100
-89.77,39.5,Virden,64.98,65.62,81,1019,4.0,57
-53.11,48.65,Bonavista,29.28,21.6,86,1023,5.82,99
-57.44,-34.43,Juan Lacaze,61.0,61.92,80,1018,1.01,100
167.48,-22.67,Vao,71.04,64.89,72,1014,17.78,4
31.05,-25.79,Barberton,71.6,73.17,68,1022,3.36,0
18.26,0.05,Mbandaka,71.13,77.32,96,1013,2.48,92
54.02,32.31,Ardakān,57.2,51.8,47,1030,4.7,20
-7.32,41.11,Custoias,53.01,44.2,9,1021,4.14,10
139.5,-20.73,Mount Isa,104.0,92.68,7,1010,12.75,11
121.97,20.45,Basco,78.89,70.72,83,1013,31.14,60
122.85,7.31,Olutanga,83.43,90.75,70,1007,2.98,4
102.28,60.34,Vanavara,37.22,28.2,85,1002,9.95,100
-76.9,34.88,Havelock,65.41,60.91,88,1027,14.99,1
81.12,6.12,Hambantota,86.0,95.99,79,1011,4.7,20
31.15,27.27,Abnūb,62.6,59.99,63,1018,4.7,0
16.05,1.61,Ouésso,69.69,75.96,97,1013,1.36,100
-165.41,64.5,Nome,22.55,15.4,79,1009,3.36,1
103.89,52.54,Angarsk,50.0,38.59,46,1012,13.42,0
-74.85,49.78,Chapais,37.4,32.05,100,1018,4.7,75
112.21,-6.88,Labuhan,92.37,97.9,46,1009,2.46,98
-52.21,-3.2,Altamira,74.07,81.23,92,1010,2.28,45
153.68,67.45,Srednekolymsk,-5.75,-14.8,92,1019,4.41,100
-149.33,-17.53,Tiarei,78.39,79.29,74,1012,11.41,75
-53.78,5.66,Mana,77.86,80.73,84,1011,10.92,1
-71.34,-29.95,Coquimbo,53.6,51.75,87,1016,3.36,0
-17.03,20.93,Nouadhibou,69.8,63.55,68,1016,16.11,0
-70.2,-22.09,Tocopilla,61.92,58.73,58,1015,4.43,6
109.69,19.91,Lingao,76.78,71.82,58,1016,15.21,87
31.18,27.18,Assiut,62.6,59.99,63,1018,4.7,0
-66.77,-18.9,Challapata,50.68,46.89,49,1018,0.47,94
105.25,56.85,Yantal',40.93,34.72,77,1012,5.3,1
-74.16,40.86,Clifton,52.84,50.85,76,1027,1.68,1
148.62,-32.25,Dubbo,77.0,73.27,36,1021,5.82,75
-58.65,51.23,Saint-Augustin,28.33,18.86,76,1023,8.25,99
87.98,65.82,Turukhansk,34.12,20.89,99,974,17.65,100
-97.07,15.85,Puerto Escondido,78.8,85.24,78,1013,3.36,40
55.2,45.32,Beyneu,47.03,32.13,68,1023,21.54,68
32.55,25.29,Esna,59.0,56.8,62,1016,2.24,0
-75.16,39.95,Philadelphia,56.48,55.98,87,1028,2.37,1
108.21,-7.38,Kawalu,82.42,88.74,74,1010,5.44,49
72.85,19.01,Mumbai,87.8,86.79,38,1016,6.93,0
-110.0,53.28,Lloydminster,6.8,-7.82,84,1016,14.99,40
60.17,66.03,Inta,26.42,16.86,98,987,9.19,100
-127.17,54.78,Smithers,26.6,19.81,79,1019,3.36,75
-36.91,-5.58,Açu,75.56,77.58,75,1012,7.45,0
19.78,-31.47,Calvinia,45.03,40.5,74,1025,3.2,18
23.1,-13.54,Zambezi,72.41,72.25,56,1013,3.51,0
-8.62,41.54,Barcelos,57.29,53.76,93,1019,9.17,75
128.84,32.69,Fukuechō,59.0,45.91,44,1022,18.34,20
-72.27,11.71,Uribia,79.63,86.34,82,1011,5.08,58
-9.38,39.36,Peniche,56.34,55.71,90,1020,3.0,0
-3.67,16.41,Goundam,74.48,65.91,20,1014,8.55,0
-59.95,3.08,Bonfim,75.33,80.76,88,1011,5.28,100
6.61,36.37,Constantine,48.2,43.05,66,1024,4.34,0
78.5,13.55,Madanapalle,75.65,75.72,70,1016,9.4,21
-107.85,35.15,Grants,35.6,25.54,69,1010,10.22,1
-70.75,-33.73,Buin,56.52,51.8,76,1019,8.05,77
-0.84,37.81,San Javier,57.25,56.26,100,1021,5.82,20
40.34,59.5,Kadnikov,30.54,20.86,94,1016,10.11,43
118.57,-20.32,Port Hedland,96.8,88.05,25,1010,18.34,0
117.5,0.13,Bontang,88.05,94.46,64,1007,6.29,65
19.53,-4.05,Mangai,69.69,76.12,98,1013,1.34,100
140.3,35.13,Katsuura,61.86,56.8,36,1012,3.36,75
94.42,23.63,Mawlaik,84.94,85.59,40,1016,3.31,0
25.58,44.55,Potlogi,42.04,38.34,100,1026,3.36,90
-77.61,-11.1,Hualmay,60.12,59.86,87,1018,3.91,64
